,Título,Apoyos,Fecha,Categoría,Categoría Completa,Autores,URL,Descripción
1552,POR UNA EDUCACIÓN JUSTA E INNOVADORA ,596,2022-01-10 16:16:29,derechos,4 - Derechos Fundamentales,Por Asociación Chilena de Educación Alternativa A.G.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La escasa existencia de procesos de innovación curricular en los establecimientos educacionales del país. Esta carencia, junto con la necesidad urgente de corregirla, se viene consignando hace tiempo en la investigación educacional contemporánea nacional e internacional, y se ha hecho aún más evidente durante la pandemia. Hay, por cierto, algunos proyectos educativos que han intentado llevar a cabo estos procesos de innovación, pero habitualmente con un costo muy alto: la falta de reconocimiento oficial por parte del Estado. Esto se produce porque para obtener dicho reconocimiento la ley exige a los establecimientos ceñirse a las bases curriculares ministeriales. Pero esto es justamente lo que dejan de hacer los proyectos educativos que llevan a cabo procesos profundos de innovación curricular, razón por la cual no pueden acceder al reconocimiento oficial y, en particular, a dos derechos muy importantes ofrecidos por ese reconocimiento: el derecho a certificar estudios y el derecho a acceder a financiamiento público. Esto, a su vez, es problemático no solo porque estos proyectos educacionales alternativos son un poderoso motor de innovación para los sistemas educacionales (tal como se documenta en la literatura especializada), sino también porque al no recibir financiamiento público, los establecimientos alternativos se ven obligados a autofinanciarse a través del cobro de aranceles a las familias, lo que genera una injusticia social de tipo distributivo, ya que las familias con menores posibilidades económicas no pueden acceder a esta educación innovadora (a la que sí pueden acceder las familias de sectores socioeconómicos más acomodados)."
1553,Prohibición de renunciar a cargos de elección popular,22,2022-01-10 16:16:01,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Rolando Muñoz C.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La no renuncia a cargos de eleccion popular para entrar a trabajar al poder administrativo o postular a otro cargo 
De elección popular"
1554,Igualdad de genero en el sistema de salud publica,68,2022-01-10 16:15:41,derechos,4 - Derechos Fundamentales,Por Rodrigo Pardo G.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Cuando un marido jefe de hogar puede tener a su esposa como carga en el sistema publico de salud (fonasa), no asi si la mujer si es jafa de hogar su esposo no puede ser carga de ella. 
Que pasa con la igualdad de genero, yo me encuentro estudiando y soy trabajador independiente y mi esposa tiene un trabajo formal y esta como jefa de hogar. ¿ por que no puedo ser carga de ella?."
1555,sistema de Pensión segura,70,2022-01-10 16:15:30,derechos,4 - Derechos Fundamentales,Por Luis Badilla A.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,Sistema de pensión digna y equitativa.
1556,Contratos en la Constitución,9,2022-01-10 16:15:19,medio_ambiente,"5 - Medio Ambiente, Derechos de la Naturaleza, Bienes Naturales Comunes y Modelo Económico",Por Sergio Arenas B.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Nuestra actual Constitución no señala una regulación especial de los contratos civiles o mercantiles, si bien de la interpretación de algunos derechos, como la igualdad ante la ley, la libertad de trabajo o empresa o el derecho de propiedad, además de los tratados internacionales como el Pacto de Derechos Económicos, Sociales y Culturales, se puede construir un estatuto constitucional sobre la protección del contrato y las obligaciones y relaciones derivadas del mismo."
1557,Plebiscito para cambios en la Constitución.,41,2022-01-10 16:14:45,justicia,"6 - Sistema de Justicia, Órganos Autónomos de Control y Reforma Constitucional",Por Ariel Acuña Á.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Si alguna fuerza política tiene la mayoría absoluta (o se une la iz y der) en la camara de diputados y el senado, pueden modificar la constitución a su conveniencia sin participación de la ciudadanía."
1558,Educación y desarrollo de la ciudadanía,61,2022-01-10 16:14:12,derechos,4 - Derechos Fundamentales,Por Virginia Alvarado A.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,Cambiar la concepción de educación. Dejar de entenderla como un bien de consumo y tratarla como un derecho social.
1559,Protección de los recursos del mar,153,2022-01-10 16:13:30,medio_ambiente,"5 - Medio Ambiente, Derechos de la Naturaleza, Bienes Naturales Comunes y Modelo Económico",Por Jorge Zuazola D.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Extracción y exportación de productos marinos de alto nivel nutricional que son de todos los chilenos.
La exportación de productos como el loco y los erizos a países con un alto poder adquisitivo como Japón, a generado la extracción excesiva, dejando el mercado local desprovisto de productos con alta riqueza nutricional que serían alternativa real a productos que hoy se importan, como el pollo de Brasil. Esto es una aberración considerando el alto consumo de combustibles y por ende la huella de carbón que genera el traslado de estos productos."
1560,"Regular la oferta en Educación Superior, garantizando la empleabilidad",165,2022-01-10 16:13:07,derechos,4 - Derechos Fundamentales,Por Natalia San Martín P.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Estoy de acuerdo con el derecho universal a una educación gratuita y de calidad, incluyendo la enseñanza superior. Sin embargo, pienso que el gobierno debe regular las vacantes a las distintas carreras ya que en la actualidad hay personas que no logran ejercer la carrera (universitaria, IP, CFT) a la que con tanto esfuerzo lograron acceder porque simplemente no existen vacantes de trabajo suficientes. Es sabido que hay carreras sobre vendidas (gracias a la educación privada, vista como negocio) en las que una vez egresadas las personas no encuentran trabajo o encuentran a sueldos muy pequeños que finalmente no logran equiparar el esfuerzo y la inversión que significa estudiar, generando frustración y problemas de salud mental."
1561,Creación de una Oficina de Políticas de Estado.,5,2022-01-10 16:12:48,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Diego Guerrero G.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La organización de las instituciones políticas y de la administración en un futuro, deben distinguirse entre las propias de la organización estatal y política y las derivadas de la denominada administración, se organiza a través de instituciones de índole y carácter eficiente, vale decir, capaces de ser un brazo activo del estado, capaz de generar cambios concretos en la vida de los ciudadanos de la república, distinguiéndose de la denominación de estado, la cual se configura como una institución de carácter solemne, perenne e imborrable en la huella histórica humana.
Es en esta primera definición clara entre estado y administración una de las políticas de desarrollo futuro de Chile, -de tal manera de hacer posibles políticas de futuro largo plazo- logrando que se radiquen los dictados de la política en la maquinaria estatal, y ejecutándose de manera económica, eficiente y efectiva por parte de la administración.
He aquí, que mención aparte merece la conformación de las políticas de estado, las cuales se encuentran a merced de los mezquinos intereses partidistas de corto plazo, por lo que se requiere de la conformación de una entidad independiente de los designios partidistas, de la misma manera que en los países de mayor desarrollo democrático, a saber, los Estados Unidos dispone de la Congressional Budget Office, la que -instaurada con posterioridad al escándalo Watergate-, se encarga de emitir políticas de estado en ámbitos tan diversos como gobierno corporativo, financiamiento de la política pública, estimaciones y proyecciones demográficas, o por otra parte, Corea del Sur dispone de la National Assembly Budget Office, organismo cuya tarea se dirige a dar consejos y proyecciones a 50 años plazo acerca de temáticas tales como la economía, productividad, seguridad nacional y defensa, siendo su constitución autónoma respecto de los partidos políticos y su nombramiento se realiza de acuerdo a las votaciones del parlamento nacional coreano.
En la act"
1562,NO A LA REELECCIÓN,1001,2022-01-10 16:10:28,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Guillermo Guevara A.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Es frecuente que quienes están ejerciendo cargos públicos se postulen como candidatos a cargos de elección popular. Eso genera que se distraigan de sus funciones y que las ejerzan de manera populista, pensando en ganar la elección y no en maximizar el bienestar del país.
También es frecuente que quienes ganan una elección luego renuncien para dedicarse a otro cargo, llenando el cargo con otra persona, defraudando a los electores que confiaron en la persona elegida y no en el reemplazante.
Finalmente, es frecuente que se nombre a un ministro con la intención de exponerlo al conocimiento público y transformarlo en un buen candidato, en lugar de elegir a quien hará un mejor trabajo."
1563,NO MÁS IVA AL LIBRO,4249,2022-01-10 16:10:17,conocimiento,"7 - Sistemas de Conocimientos, Culturas, Ciencia, Tecnología, Artes y Patrimonios",Por Francisco Villegas V.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Si la esencia de la Constitución es definir principios, así como también es asumir la naturaleza real de las decisiones de un país, el problema o situación a resolver es un desafío nacional y un problema cultural y social: DERECHO AL ACCESO DEL LIBRO SIN IMPUESTO IVA  como el bien cultural de mayor manifestación y extensión que tenemos en nuestra sociedad. En este contexto, y observando, de manera manera empírica y legal, que existe un alto costo de los Libros en Chile sería importante enarbolar una regla de acceso constitucional para la seguridad jurídica de que todas y todos puedan sentir, en este principio, que se podrá promover y fomentar la lectura e incrementar los niveles de lectura en nuestro país a través del objeto Libro que es una parte de la materialización de la cultura, en el ámbito de una Constitución Cultural."
